Title,Likes,Views,Date_Time,video_link,Description
Sonam Gupta meri biwi hai | Angry Masterji - Part 9 | BB Ki Vines,View,43M views,7 years ago,https://www.youtube.com/watch?v=53FPC7tqbNI,"BB's antics have gotten Bubbly Sir in big trouble...
Presenting: "" Angry Masterji- Part 9 ""

#AngryMasterji #BBKiVines #BhuvanBam

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu

This is an all original work of BB Ki Vines."
BB Ki Vines (Vlog #2)- | BB in Seoul |,View,14M views,7 years ago,https://www.youtube.com/watch?v=akWm1VVff1A,"BB recently went to Seoul, South Korea and had an amazing time there. See how he skyped with his mom and dad.

Facebook►   / bbkivines  
Instagram► bhuvan.bam22
Snapchat► bbkv22
Twitter►  / bhuvan_bam   and   / bbkv22  .

This is an all original work of BB Ki Vines."
Bancho ki Shaadi! | Ek Teer Do Nishaane | BB Ki Vines,Show transcript,38M views,7 years ago,https://www.youtube.com/watch?v=JukZGqYx0gs,"Bancho is all set to get married next month but to whom?

#Bancho #BBKiVines #EkTeerDoNishane

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu"
BB Ki Vines- | Kaanta Ben |,View,25M views,7 years ago,https://www.youtube.com/watch?v=w86_VwPi52I,"Kaanta Ben is planning to quit her job as maid. But why?

Facebook►   / bbkivines  
Instagram► bhuvan.bam22
Snapchat► bbkv22
Twitter►  / bhuvan_bam   and   / bbkv22  .

This is an all original work of BB Ki Vines."
BB's Superpower | Mann ki Baat | BB Ki Vines,Show transcript,45M views,7 years ago,https://www.youtube.com/watch?v=EntLchF82-4,"Bablooji has brought a special lollipop for BB. 
'Kaanta Ben' is a parody of: PPAP (Piko Taro)    • Video  

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK
Buy my merchandise from https://bit.ly/3D3mTdu"
BB Ki Vines (Vlog #1)- | BB in HK |,View,6.3M views,7 years ago,https://www.youtube.com/watch?v=Z_kZnIq8Tzk,"Vlog #1: So I am in Hong Kong for a vacation but tried shooting in my free time. Dubbed it back in the hotel. 

Facebook►   / bbkivines  
Instagram► bhuvan.bam22
Snapchat► bbkv22
Twitter►  / bhuvan_bam   and   / bbkv22  .

This is an all original work of BB Ki Vines."
BB Ki Vines- | Ask BB- Episode 2 |,View,7.4M views,7 years ago,https://www.youtube.com/watch?v=PtmHSxPzr5Q,"This is the second episode of #AskBB.


Facebook►   / bbkivines  
Instagram► bhuvan.bam22
Snapchat► bbkv22
Twitter►  / bhuvan_bam   and   / bbkv22  .

This is an all original work of BB Ki Vines."
Sandwich Mein Se Kancha Nikla! | Angry Masterji Part 8 | BB Ki Vines,Show transcript,36M views,7 years ago,https://www.youtube.com/watch?v=Xra3V-LLY6g,"Bubbly sir gets a Teacher's Day surprise, in more ways than one. ABOUT: Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. 

#BhuvanBam #BBKiVines #AngryMasterji

He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on 
Instagram►   / bhuvan.bam22   
Facebook►   / bbkivines   
Twitter►   / bhuvan_bam   and   / bbkv22  . 

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK 

Buy my merchandise from bit.ly/3D3mTdu"
Papa Maakichu sells toys?! | The Vibrator | BB Ki Vines,View,26M views,7 years ago,https://www.youtube.com/watch?v=xv6-WYVqmNM,"Papa Maakichu is back! This time he brings gifts for the boys but that's not all he brings... 
#Vibrator #BBKiVines #PapaMaakichu

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu

Special Thanks to Artist At Work Productions
  / aawproductions  "
Bhuvan Bam- Teri Meri Kahaani | Official Music Video |,View,20M views,7 years ago,https://www.youtube.com/watch?v=EBTKggc_7MI,"Download MP3 Here : http://goo.gl/NX4Rma
Watch Permanent Roommates Here : http://goo.gl/V6PXV9

Facebook:   / bbkivines  
Instagram: bhuvan.bam22
Snapchat: bbkv22

Artist & Singer : Bhuvan Bam
Music Composed by : Bhuvan Bam & Vaibhav Bundhoo

Director : Palash Vaswani
Lyrics : Bhuvan Bam
Director of Photography : Jerin Paul
Mixing Engineer : Prithvi Raj Sharma
Music Assistant : Karthik Rao
Edited By : Gourav Gopal Jha
Choreography : Ashutosh Matela
Colour Grading : Amit Kulkarni
Art : Kaustav Debnath
VFX : Lengdon SK Phukan, Anshuman Singh, Ravi Kachhadiya, Madhuri Rathi, Kanika Dave
Post Production Manager : Gaurav Rungta
Asst Directors : Ankur Poddar
Art Assistant : Subhashmita, Samman
Production Controller : Anil Nawadkar
Production Manager : Aanup Doshii
Social Media Team : Brijesh Muliya, Milan Barsopia
Costumes : Kriti Shukla
Costumes Assistant : Hima Buragohain
Unit Production Manager : Ashish Garhwal
Production Executive : Prajesh Mishra
Accounts : Mayur Bane
Mixing Studio : LMR Studio
Make-up : Tausif
Dressman : Irfan
Spot : Ramesh, Ajay

LYRICS
Aasman ke rang dekh hi raha hoon main,
Kabhi neela hai, Kabhi laal hai
Kabhi peela hai, Kabhi narangi
Kabhi satrangi, Kabhi baingani..

Baaton baaton mein kar baithe mulaqaatein,
Tu hi toh hai jisey dhoondti hai meri aankhein,
Dekhoon kabhi daye, kabhi baaye,
Kabhi peeche kabhi mere aagey..

Teri meri meri teri ek kahaani hai,
Baatein kuch ankahee kuch bataani hai..
Shaam savere tujhe dhoonda maine,
Jaane kis kis gali..
Teri meri meri teri baatein puraani hai.

Kya mera kya tera hai yahan.
Jo bhi hai bas usko baat le..
Jitne bhi pal tere mere sang,
Khushi khushi hanstey hanstey tu kaat le..
Aane nahin doonga palkon pe aansoo
tere main kabhi..
Mujhko sataaye agar mujhko rulaaye
Kuch bolunga nahin..
Aane nahin doonga palkon pe aansoo
tere main kabhi..
Mujhko sataaye agar mujhko rulaaye
Kuch bolunga nahin..

Baaton baaton mein kar baithe mulaqaatein,
Tu hi toh hai jisey dhoondti hai meri aankhein,
Dekhoon kabhi daye, kabhi baaye,
Kabhi peeche kabhi mere aagey..

Teri meri meri teri ek kahaani hai,
Baatein kuch ankahee kuch bataani hai..
Shaam savere tujhe dhoonda maine,
Jaane kis kis gali..
Teri meri meri teri baatein puraani hai..x2"
Agar har ashleel film dekhne pe ek ped lagta... | Online Dating - Mr Hola Returns| BB Ki Vines,Show transcript,39M views,7 years ago,https://www.youtube.com/watch?v=AEDdwdwg5cU,"Mr Hola is back to take his revenge! What will happen to BB, Sameer and Bancho?
Special Thanks to Parul Bansal for being Mrs. Hola's voice.

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on 
Instagram►   / bhuvan.bam22   
Facebook►   / bbkivines   
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK 
Buy my merchandise from bit.ly/3D3mTdu"
BB Ki Vines- | Mr. Hola Returns Trailer |,Show transcript,5.6M views,7 years ago,https://www.youtube.com/watch?v=fcPI0Y_cuWo,"He is coming. Who? You know who ! 

Follow BB Ki Vines on facebook:
  / bbkivines  "
BB Ki Vines- | Sorry Dad |,View,15M views,7 years ago,https://www.youtube.com/watch?v=5FvSia64Y_g,"A Father's Day Special.

Follow BB Ki Vines on facebook:
  / bbkivines  "
BB Ki Vines- | Online Dating |,View,30M views,7 years ago,https://www.youtube.com/watch?v=-fEIzQ5JD84,"Bancho has fallen in love. Again. But this time it's serious!
Presenting: "" Online Dating ""

Falling in love on Social Media is so easy. 
Check out my man Raftaar's song Insta Love:    • Raftaar - Instagram Love Ft Kappie | ...  

Follow BB Ki Vines on Facebook:
  / bbkivines  "
Bubbly sir chal basse! | Angry Masterji - Part 7 | BB Ki Vines,Show transcript,38M views,7 years ago,https://www.youtube.com/watch?v=WWoiQ-1pZMo,"After receiving the message BB sent, Bubbly sir calls him and Bablooji for a PTA meeting.
Presenting: ""Angry Masterji- Part 7""

#BubblySir #BBKiVines #AngryMasterji

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu"
BB Ki Vines- | AMP7 Trailer |,Music,4M views,7 years ago,https://www.youtube.com/watch?v=hbcWUfF7U1Y,"Coming Soon.

Special Thanks to Aabhas Chauhan & Sanchi Paul Budhiraja. 

Follow BB Ki Vines on facebook:
  / bbkivines  "
,,,,https://www.youtube.com/watch?v=1JEibvlMAWk,
,,,,https://www.youtube.com/watch?v=X7v3jNmNMZ4,
,,,,https://www.youtube.com/watch?v=zsgdzuooLUw,
,,,,https://www.youtube.com/watch?v=43pniwk_r7M,
,,,,https://www.youtube.com/watch?v=nc26Kiq0B0g,
,,,,https://www.youtube.com/watch?v=bXJU7mZUud4,
,,,,https://www.youtube.com/watch?v=LlhgR0Y58ZI,
,,,,https://www.youtube.com/watch?v=w0w7PrZS40w,
,,,,https://www.youtube.com/watch?v=d7l56gMT7Tg,
,,,,https://www.youtube.com/watch?v=1UdCP-nZC1Q,
,,,,https://www.youtube.com/watch?v=SNlGhXV5LXw,
,,,,https://www.youtube.com/watch?v=_aNkMde7X8E,
,,,,https://www.youtube.com/watch?v=Efr9FzOWEGE,
,,,,https://www.youtube.com/watch?v=Edt36Y2HELY,
,,,,https://www.youtube.com/watch?v=TqL3M02awOw,
,,,,https://www.youtube.com/watch?v=FalDYC00icc,
,,,,https://www.youtube.com/watch?v=4Ihwd8_NT_Y,
,,,,https://www.youtube.com/watch?v=AKfskIGrpfk,
,,,,https://www.youtube.com/watch?v=FQtpL5aHdxg,
,,,,https://www.youtube.com/watch?v=I0lkvADG-6w,
,,,,https://www.youtube.com/watch?v=5m6RqeDOESo,
,,,,https://www.youtube.com/watch?v=S0esc-aspBk,
BB Ki Vines- | Fameer Fuddi |,View,29M views,8 years ago,https://www.youtube.com/watch?v=j1WL3Ysi9jo,"Bancho and his cousin have come over to BB's house.
Presenting: "" Fameer Fuddi ""

Follow BB Ki Vines on Facebook:
  / bbkivines  "
,,,,https://www.youtube.com/watch?v=HhlAxjoJA3I,
,,,,https://www.youtube.com/watch?v=YcrHPFX5RgM,
BB Ki Vines- | Bancho meets Mr. Hola |,View,18M views,8 years ago,https://www.youtube.com/watch?v=Yr8nwNd56pY,"What happens when Bancho meets Mr. Hola?

Follow BB Ki Vines on Facebook:   / bbkivines  "
Dusra chedh kardunga| Angry Masterji  Part 4 | BB Ki Vines,View,32M views,8 years ago,https://www.youtube.com/watch?v=0iI2HGCIPwc,"What does Bubbly Sir have to say to Babloo ji on this PTA meeting?

#AngryMasterji #BBKiVines #BhuvanBam

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu

This is an all original work by BB Ki Vines."
BB Ki Vines- | Hypnotism |,View,10M views,8 years ago,https://www.youtube.com/watch?v=3sO_4iselvQ,"BB has learnt the art of Hypnotism. But things go worse when he tries it out on dad.

Follow BB Ki Vines on Facebook:   / bbkivines  "
,,,,https://www.youtube.com/watch?v=FX3VHDQrvNw,
BB Ki Vines- | Second Childhood |,View,11M views,8 years ago,https://www.youtube.com/watch?v=kPHBDx_p70o,"Oldage is like a second childhood.
Please SHARE this message.

Follow BB Ki Vines on Facebook:   / bbkivines  "
Sabziwale ko koi kasme khilata hai? | Har Ghar Ki Story (Quickr) | BB Ki Vines,View,10M views,8 years ago,https://www.youtube.com/watch?v=wGPm50F0qSc,"The everyday story of what happens in the BB household

#BBKiVines #HarGharKiStory #Sabziwala

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from www.youthiapa.com"
BB Ki Vines- | Raaz Khul Gaya |,View,23M views,8 years ago,https://www.youtube.com/watch?v=szLfoo62Gss,"BB's dad knows everything now! Watch here.

Follow BB Ki Vines on Facebook:   / bbkivines  "
BB Ki Vines- | Lottery Ticket |,View,13M views,8 years ago,https://www.youtube.com/watch?v=jBpTp1WXYD4,"BB and Bittoo have won a lottery! What's next?
Presenting: "" Lottery Ticket ""

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
Comedy Hunt- #4 Naya Naya Pyaar,View,10M views,8 years ago,https://www.youtube.com/watch?v=IukQX56oBEs,Talking on a phone with your new girlfriend is tough when a friend is around ! Watch here.
She is a SLUT ?,Show transcript,8M views,8 years ago,https://www.youtube.com/watch?v=UpBdCik5bEU,"Our generation and the coming age needs to understand this. STOP JUDGING, STOP CRITICISING !
Please SHARE this.

Follow BB Ki Vines on Facebook:   / bbkivines  "
Comedy Hunt- #3 Frustrated Husband,View,8.7M views,8 years ago,https://www.youtube.com/watch?v=d9-XWHCUpzo,This Husband is frustated with his demanding wife.
Comedy Hunt- #2 Krantiveer Spoof,View,12M views,8 years ago,https://www.youtube.com/watch?v=R9C79cokwME,"Nana Patekar was fighting against the corrupts, I'm fighting against the society and Tindey ki Sabzi."
Comedy Hunt- #1 Over-Excited News Reporter,View,4M views,8 years ago,https://www.youtube.com/watch?v=IN5QHLOTrW8,News Reporter Ghaint Pishori Lal is on the first day of his job. He is over excited to cover a zero relevant story.
BB Ki Vines- | Independence Day Special |,Music,3.8M views,8 years ago,https://www.youtube.com/watch?v=ACmGNcKPhko,"Divided by Politics, United by Humour.
BB Ki Vines ft. Karachi Vynz

Both of us decided to make the videos on skype and whatsapp! We had less time and equipments to be able to cover the whole country!
This is a small message, just to prove a point, and spread a message.


Follow BB Ki Vines on Facebook:   / bbkivines  "
,,,,https://www.youtube.com/watch?v=vlh2p7sNQ5w,
,,,,https://www.youtube.com/watch?v=_beJmXpQPlM,
BB Ki Vines- | Pit gaye Pitaji |,View,10M views,8 years ago,https://www.youtube.com/watch?v=RJDJbdQHgHU,"BB ke papa ko kisne maara ? unsure emoticon
Presenting: ""Pit Gaye Papa""

Follow BB Ki Vines on Facebook:   / bbkivines  "
BB Ki Vines- | Apple Juice |,View,14M views,8 years ago,https://www.youtube.com/watch?v=9SbmAGOW_5Q,"Presenting: ""Apple Juice""

Follow BB Ki Vines on Facebook:   / bbkivines  "
BB Ki Vines- | Shampoo |,View,9.1M views,8 years ago,https://www.youtube.com/watch?v=ZPbtxyc-gko,"BB just came out of shower and is in a mess now! Find out why!
Presenting: ""Shampoo""

Follow BB Ki Vines on Facebook:   / bbkivines  "
BB school chhod raha hai?! | Angry Masterji - Part 3 | BB Ki Vines,View,20M views,8 years ago,https://www.youtube.com/watch?v=dWy7TfwhyUU,"BB has crossed all limits and Bubbly sir is done with him. What will happen next?
Presenting: ""Angry Masterji-Part 3""

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

#BBKiVines #Bhuvan #AngryMasterji

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu"
BB Ki Vines- | New Folder |,View,13M views,8 years ago,https://www.youtube.com/watch?v=60Uzgs1ZxY0,"BB teaches his dad how to operate a computer! Bad Decision! unsure emoticon
Presenting: ""New Folder""

Follow BB Ki Vines on Facebook:   / bbkivines  "
BB Ki Vines- | Love Letter |,View,13M views,8 years ago,https://www.youtube.com/watch?v=4dJkMDX2LMk,"There is a parcel for BB's dad. Tension! Tension! Tension! unsure emoticon
Presenting: ""Love Letter""

Follow BB Ki Vines on Facebook:   / bbkivines  "
Ziddi Murge ki Kahani | Angry Masterji Part 2 | BB Ki Vines,View,19M views,8 years ago,https://www.youtube.com/watch?v=pwVdOND5QxM,"Once again, Master ji is furious and wants to take serious action because of with BB's behaviour .

Presenting: ""Angry Masterji- Part 2""

#AngryMasterji #BBKiVines #BhuvanBam

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu

This is an all original work by BB Ki Vines."
BB Ki Vines- | English ka keeda |,View,16M views,8 years ago,https://www.youtube.com/watch?v=yVhPXsJ0Q0w,"New rule in BB's house!
This has happened in almost everyone's house! 
Presenting: "" English Ka Keeda ""

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
BB Ki Vines- | Doctor Sehgal- (Gupt Rog) |,Show transcript,9.4M views,8 years ago,https://www.youtube.com/watch?v=ZumYf33E_lY,"Remember Doctor Sehgal ? He came across another patient. But this time, it's a sad story..
Presenting: ""Doctor Sehgal (Gupt Rog)""

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
,,,,https://www.youtube.com/watch?v=ESsS1b7TEx8,
BB Ki Vines- | Aashiqui 3 |,View,13M views,8 years ago,https://www.youtube.com/watch?v=FuQOPQL7DnI,"BB is in LOVE ! YES! 
But, every love story has a villain! 
Presenting- "" Aashiqui 3 ""

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
BB Ki Vines- | Such a Pussy |,Show transcript,4.7M views,8 years ago,https://www.youtube.com/watch?v=8skubpQLrwo,"The Awkward moment with Dad strikes again..This time, much more embarrassing! 
Presenting: ""Such a PUSSY""

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
Comedy Hunt- I am feeling HORNY,View,5.1M views,8 years ago,https://www.youtube.com/watch?v=lhSL8ienuW8,"That awkward moment with dad! 
Presenting: '' I am Feeling Horny''

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
Bhuvan din bhar ghar par karta kya hai? | Angry Masterji | BB Ki Vines,View,19M views,8 years ago,https://www.youtube.com/watch?v=-lXH1-FCcCY,"BB's teacher is very angry with BB's behaviour at school and has called for a PTA meeting. 

Presenting: ''Angry Master ji""

#AngryMasterji #BhuvanBam #BBKiVines

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from https://bit.ly/3D3mTdu"
Babloo Ji Raat ko Kahan The? | Hawas Ka Pujaari | BB Ki Vines,View,16M views,8 years ago,https://www.youtube.com/watch?v=yEp0JJyDG9o,"BB's dad did something last night. How will mummy and BB react?
Presenting: ""Hawas Ka Pujaari""

#BablooJi #BBKiVines #HawasKaPujari

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from www.youthiapa.com

This is an all original work by BB Ki Vines."
,,,,https://www.youtube.com/watch?v=k-SFaA5WGnE,
,,,,https://www.youtube.com/watch?v=FxzLge0E0yM,
Saral bhasha main bolo! | Comedy Hunt - Doctor Sehgal | BB Ki Vines,View,9M views,8 years ago,https://www.youtube.com/watch?v=Vof5t92yx8I,"Doctor Sehgal's new patient suffers from a very severe case of Fake-Accentitus. Can he be cured?

#BBKiVines #DoctorSehgal #SaralBhasha

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
,,,,https://www.youtube.com/watch?v=SXuxB-i5Wrc,
BB Ki Vines- | Dost Dost naa raha |,Music,8.4M views,8 years ago,https://www.youtube.com/watch?v=UVhk4pAT3ic,"Ladki aayi toh dost ko bhool gaya ? cry emoticon
Presenting: 'Dost Dost naa raha'

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
BB Ki Vines- | Kanjoos dost |,View,8.9M views,8 years ago,https://www.youtube.com/watch?v=i-MkGblvbdQ,"We all have that one friend who never pays for anything !! squint emoticon
Presenting: 'Kanjoos Dost'

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
Kisme Hai Itni Himmat? | Fights (Then & Now) | BB Ki Vines,View,9.9M views,8 years ago,https://www.youtube.com/watch?v=z_n-8lzuh1A,"Getting into fights then vs now...
Presenting: ""Fights(Then & Now)""

#Himmat #BBKiVines #Fights

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from www.youthiapa.com

This is an all original work by BB Ki Vines."
BB Ki Vines- | Cheesy Relationships |,View,5.2M views,8 years ago,https://www.youtube.com/watch?v=vrjlZhYVf30,"Baabu, puchu, shona, lassan, pyaaz, adrak, bullshit..Some relationships are too cheesy to handle!!
Presenting- ''Baby..Khaana Kha Lo''

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
BB Ki Vines- | Taking Permission From Parents |,View,6.2M views,8 years ago,https://www.youtube.com/watch?v=viCH81Q_i6A,"Taking permission from parents is painful !! Does this happen to you too ?
Presenting- 'Taking Permission From Parents'

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
Raaste Mei Hu! | Jhoota Dost Late Lateef | BB Ki Vines,View,4.9M views,8 years ago,https://www.youtube.com/watch?v=ydSWOCDxnKM,"There is always that one friend who can never be on time for anything...
Presenting: 'Jhoota Dost'

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

#BBKiVines #JhootaDost #LateLateef

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from www.youthiapa.com

This is an all original work by BB Ki Vines."
BB Ki Vines- | Abusing in front of parents |,Show transcript,6.6M views,8 years ago,https://www.youtube.com/watch?v=R0F3YgtpuUM,"How awkward does it get when you accidently abuse in front of your parents ? and vice versa!
Presenting: 'Abusing in front of parents'

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
Kutiya Khafa Saand Bewafa | Gaur Se Dekhiye | BB Ki Vines,View,6.6M views,8 years ago,https://www.youtube.com/watch?v=szAK0m20fVw,"International Vs Desi Reporters
Presenting: 'Gaur Se Dekhiye'

#BBKiVines #GaurSeDekhiye #DesiReporters

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from www.youthiapa.com

This is an all original work by BB Ki Vines."
Bittu Ki Lottery Lagi Hai | Chori Mein Twist | BB Ki Vines,Show transcript,9.2M views,8 years ago,https://www.youtube.com/watch?v=i-Kr0aZBJC8,"What happens when BB's house gets broken into?
Presenting: 'Chori Mein Twist' -BB Ki Vines

#BBKiVines #ChoriMeinTwist #BittuKiLottery

ABOUT: 
Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him on

Instagram►   / bhuvan.bam22             
Facebook►   / bbkivines  
Twitter►  / bhuvan_bam   and   / bbkv22  .

Checkout Bhuvan Bam Originals: https://bit.ly/3BohxZK

Buy my merchandise from www.youthiapa.com

This is an all original work by BB Ki Vines."
BB Ki Vines- | Bhai-Zoned..Attyachaar |,Music,9.9M views,8 years ago,https://www.youtube.com/watch?v=Ofyvd03j6xI,"''Bhai-Zoned''- -BB Ki Vines

Follow BB Ki Vines on Facebook:   / bbkivines  

This is an all original work by BB Ki Vines."
